author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,ID,
Barbara Prandi and Andrea Faccini and Francesca Lambertini and Mariangela Bencivenni and Montse Jorba and Bart {Van Droogenbroek} and Geert Bruggeman and Jürgen Schöber and Janos Petrusan and Kathy Elst and Stefano Sforza,https://www.sciencedirect.com/science/article/pii/S0308814619302456,https://doi.org/10.1016/j.foodchem.2019.01.166,0308-8146,2019,567-575,Food Chemistry,"Food wastes from agrifood industry as possible sources of proteins: A detailed molecular view on the composition of the nitrogen fraction, amino acid profile and racemisation degree of 39 food waste streams",article,PRANDI2019567,
Maharishi Tomar and Rakesh Bhardwaj and Reetu Verma and Sumer Pal Singh and Anil dahuja and Veda Krishnan and Rekha Kansal and Vijay Kumar Yadav and Shelly Praveen and Archana Sachdev,https://www.sciencedirect.com/science/article/pii/S0308814622005982,https://doi.org/10.1016/j.foodchem.2022.132636,0308-8146,2022,132636,Food Chemistry,Interactome of millet-based food matrices: A review,article,TOMAR2022132636,
Hui Yang and Yezhi Qu and Yaran Gao and Shuyuan Sun and Ruixue Ding and Weihe Cang and Rina Wu and Junrui Wu,https://www.sciencedirect.com/science/article/pii/S0308814622007245,https://doi.org/10.1016/j.foodchem.2022.132762,0308-8146,2022,132762,Food Chemistry,Role of the dietary components in food allergy: A comprehensive review,article,YANG2022132762,
Jelena Perović and Vesna {Tumbas Šaponjac} and Jovana Kojić and Jelena Krulj and Diego A. Moreno and Cristina García-Viguera and Marija Bodroža-Solarov and Nebojša Ilić,https://www.sciencedirect.com/science/article/pii/S0308814620315387,https://doi.org/10.1016/j.foodchem.2020.127676,0308-8146,2021,127676,Food Chemistry,"Chicory (Cichorium intybus L.) as a food ingredient – Nutritional composition, bioactivity, safety, and health claims: A review",article,PEROVIC2021127676,
Verena Nowak and Diedelinde Persijn and Doris Rittenschober and U. Ruth Charrondiere,https://www.sciencedirect.com/science/article/pii/S0308814614016781,https://doi.org/10.1016/j.foodchem.2014.10.114,0308-8146,2016,39-46,Food Chemistry,Review of food composition data for edible insects,article,NOWAK201639,
Heleen {Van Puyvelde} and Vickà Versele and Marlène {De Backer} and Corinne Casagrande and Geneviève Nicolas and Joanna L. Clasen and Cristina Julián and Guri Skeie and Maria-Dolores Chirlaque and Yahya Mahamat-Saleh and Pilar Amiano and Sara Pauwels and Lode Godderis and Marc J. Gunter and Koen {Van Herck} and Inge Huybrechts,https://www.sciencedirect.com/science/article/pii/S0308814620310931,https://doi.org/10.1016/j.foodchem.2020.127231,0308-8146,2020,127231,Food Chemistry,Methodological approaches to compile and validate a food composition database for methyl-group carriers in the European Prospective Investigation into Cancer and Nutrition (EPIC) study,article,VANPUYVELDE2020127231,
Giovanni D'Auria and Chiara Nitride and Maria {Adalgisa Nicolai} and Gianfranco Mamone and Domenico Montesano and E.N. {Clare Mills} and Pasquale Ferranti,https://www.sciencedirect.com/science/article/pii/S0308814622021471,https://doi.org/10.1016/j.foodchem.2022.134185,0308-8146,2022,134185,Food Chemistry,Identification of allergen encoding sequences in a novel food ingredient from Moringa oleifera leaves,article,DAURIA2022134185,
David B. Haytowitz and Pamela R. Pehrsson,https://www.sciencedirect.com/science/article/pii/S0308814616319331,https://doi.org/10.1016/j.foodchem.2016.11.082,0308-8146,2018,134-138,Food Chemistry,USDA’s National Food and Nutrient Analysis Program (NFNAP) produces high-quality data for USDA food composition databases: Two decades of collaboration,article,HAYTOWITZ2018134,
Romina Bodoira and M. {Cecilia Cittadini} and Alexis Velez and Yanina Rossi and Mariana Montenegro and Marcela Martínez and Damián Maestri,https://www.sciencedirect.com/science/article/pii/S0308814622002114,https://doi.org/10.1016/j.foodchem.2022.132250,0308-8146,2022,132250,Food Chemistry,"An overview on extraction, composition, bioactivity and food applications of peanut phenolics",article,BODOIRA2022132250,
Chunlin Li and Xuming Kang and Jing Nie and An Li and Mohamed A. Farag and Cuiling Liu and Karyne M. Rogers and Jianbo Xiao and Yuwei Yuan,https://www.sciencedirect.com/science/article/pii/S0308814622018581,https://doi.org/10.1016/j.foodchem.2022.133896,0308-8146,2023,133896,Food Chemistry,Recent advances in Chinese food authentication and origin verification using isotope ratio mass spectrometry,article,LI2023133896,
U. {Ruth Charrondière} and Barbara Stadlmayr and Doris Rittenschober and Beatrice Mouille and Emma Nilsson and Elinor Medhammar and Temesgen Olango and Sandra Eisenwagen and Diedelinde Persijn and Kristy Ebanks and Verena Nowak and Juan Du and Barbara Burlingame,https://www.sciencedirect.com/science/article/pii/S0308814612013337,https://doi.org/10.1016/j.foodchem.2012.08.049,0308-8146,2013,408-412,Food Chemistry,FAO/INFOODS food composition database for biodiversity,article,RUTHCHARRONDIERE2013408,
Daniel V. Lynch,https://www.sciencedirect.com/science/article/pii/S0308814622017654,https://doi.org/10.1016/j.foodchem.2022.133803,0308-8146,2022,133803,Food Chemistry,The contribution of polar sphingolipids to total sphingolipid content in food sources determined using a facile method for quantitation of long-chain bases,article,LYNCH2022133803,
Liezhou Zhong and Lauren C. Blekkenhorst and Nicola P. Bondonno and Marc Sim and Richard J. Woodman and Kevin D. Croft and Joshua R. Lewis and Jonathan M. Hodgson and Catherine P. Bondonno,https://www.sciencedirect.com/science/article/pii/S0308814622013735,https://doi.org/10.1016/j.foodchem.2022.133411,0308-8146,2022,133411,Food Chemistry,A food composition database for assessing nitrate intake from plant-based foods,article,ZHONG2022133411,
Karen M. Cashel and Heather Greenfield,https://www.sciencedirect.com/science/article/pii/0308814696000751,https://doi.org/10.1016/0308-8146(96)00075-1,0308-8146,1996,63-66,Food Chemistry,The impact of new Australian food composition data on national dietary references,article,CASHEL199663,
Xiangquan Zeng and He Li and Weibo Jiang and Qianqian Li and Yu Xi and Xiaomei Wang and Jian Li,https://www.sciencedirect.com/science/article/pii/S0308814622007518,https://doi.org/10.1016/j.foodchem.2022.132789,0308-8146,2022,132789,Food Chemistry,"Phytochemical compositions, health-promoting properties and food applications of crabapples: A review",article,ZENG2022132789,
Marios C. Kyriacou and Christophe El-Nakhel and Giulia Graziani and Antonio Pannico and Georgios A. Soteriou and Maria Giordano and Alberto Ritieni and Stefania {De Pascale} and Youssef Rouphael,https://www.sciencedirect.com/science/article/pii/S0308814618318739,https://doi.org/10.1016/j.foodchem.2018.10.098,0308-8146,2019,107-118,Food Chemistry,Functional quality in novel food sources: Genotypic variation in the nutritive and phytochemical composition of thirteen microgreens species,article,KYRIACOU2019107,
M.B. Egan and C. Hodgkins and A. Fragodt and C. Krines and M.M. Raats,https://www.sciencedirect.com/science/article/pii/S0308814608005931,https://doi.org/10.1016/j.foodchem.2008.05.039,0308-8146,2009,804-807,Food Chemistry,User-centred food composition data-analysis of user needs through the Use Case approach,article,EGAN2009804,
Qingfa Wang and Limin Li and Ting Wang and Xueling Zheng,https://www.sciencedirect.com/science/article/pii/S0308814621023670,https://doi.org/10.1016/j.foodchem.2021.131361,0308-8146,2022,131361,Food Chemistry,"A review of extrusion-modified underutilized cereal flour: chemical composition, functionality, and its modulation on starchy food quality",article,WANG2022131361,
Andrea Martínez-Yusta and María Dolores Guillén,https://www.sciencedirect.com/science/article/pii/S0308814613016385,https://doi.org/10.1016/j.foodchem.2013.11.015,0308-8146,2014,429-437,Food Chemistry,Deep-frying food in extra virgin olive oil: A study by 1H nuclear magnetic resonance of the influence of food nature on the evolving composition of the frying medium,article,MARTINEZYUSTA2014429,
J. Plumb and J. Lyons and K. Nørby and M. Thomas and E. Nørby and R. Poms and L. Bucchini and P. Restani and M. Kiely and P. Finglas,https://www.sciencedirect.com/science/article/pii/S0308814615005075,https://doi.org/10.1016/j.foodchem.2015.03.126,0308-8146,2016,121-127,Food Chemistry,ePlantLIBRA: A composition and biological activity database for bioactive compounds in plant food supplements,article,PLUMB2016121,
M.L. Samaniego-Vaesken and E. Alonso-Aperte and G. Varela-Moreiras,https://www.sciencedirect.com/science/article/pii/S0308814614009327,https://doi.org/10.1016/j.foodchem.2014.06.046,0308-8146,2016,148-153,Food Chemistry,Voluntary fortification with folic acid in Spain: An updated food composition database,article,SAMANIEGOVAESKEN2016148,
Rosa Ragone and Stefano Todisco and Maurizio Triggiani and Stefania Pontrelli and Mario Latronico and Piero Mastrorilli and Nicola Intini and Claudia Ferroni and Biagia Musio and Vito Gallo,https://www.sciencedirect.com/science/article/pii/S0308814620312012,https://doi.org/10.1016/j.foodchem.2020.127339,0308-8146,2020,127339,Food Chemistry,Development of a food class-discrimination system by non-targeted NMR analyses using different magnetic field strengths,article,RAGONE2020127339,
Nuttanee Tungkijanansin and Waleed Alahmad and Thumnoon Nhujak and Puttaruksa Varanusupakul,https://www.sciencedirect.com/science/article/pii/S0308814620310232,https://doi.org/10.1016/j.foodchem.2020.127161,0308-8146,2020,127161,Food Chemistry,"Simultaneous determination of benzoic acid, sorbic acid, and propionic acid in fermented food by headspace solid-phase microextraction followed by GC-FID",article,TUNGKIJANANSIN2020127161,
Haiyan Zhu and Srinivas Mettu and Francesca Cavalieri and Muthupandian Ashokkumar,https://www.sciencedirect.com/science/article/pii/S0308814621004386,https://doi.org/10.1016/j.foodchem.2021.129432,0308-8146,2021,129432,Food Chemistry,Ultrasonic microencapsulation of oil-soluble vitamins by hen egg white and green tea for fortification of food,article,ZHU2021129432,
Anely Maciel de Melo and Bruno Patrício Costa and Mônica Ikeda and Rosemary Hoffmann Ribani,https://www.sciencedirect.com/science/article/pii/S0308814622012419,https://doi.org/10.1016/j.foodchem.2022.133279,0308-8146,2022,133279,Food Chemistry,"Identification of bioactive compounds, morphology, and nutritional composition of bacupari (Garcinia brasiliensis (Mart)) pulp powder in two stages of maturation – A short communication",article,MELO2022133279,
Somenath Das and Vipin {Kumar Singh} and Abhishek {Kumar Dwivedy} and Anand {Kumar Chaudhari} and  Deepika and Nawal {Kishore Dubey},https://www.sciencedirect.com/science/article/pii/S0308814620324365,https://doi.org/10.1016/j.foodchem.2020.128574,0308-8146,2021,128574,Food Chemistry,"Nanostructured Pimpinella anisum essential oil as novel green food preservative against fungal infestation, aflatoxin B1 contamination and deterioration of nutritional qualities",article,DAS2021128574,
Shuai Zheng and Xingsheng Yang and Bo Zhang and Siyun Cheng and Han Han and Qing Jin and Chongwen Wang and Rui Xiao,https://www.sciencedirect.com/science/article/pii/S0308814621014060,https://doi.org/10.1016/j.foodchem.2021.130400,0308-8146,2021,130400,Food Chemistry,Sensitive detection of Escherichia coli O157:H7 and Salmonella typhimurium in food samples using two-channel fluorescence lateral flow assay with liquid Si@quantum dot,article,ZHENG2021130400,
Xiangluan Li and Naiyu Xiao and Gengsheng Xiao and Weidong Bai and XueQin Zhang and Wenhong Zhao,https://www.sciencedirect.com/science/article/pii/S0308814621000224,https://doi.org/10.1016/j.foodchem.2021.129021,0308-8146,2021,129021,Food Chemistry,Lemon essential oil/vermiculite encapsulated in electrospun konjac glucomannan-grafted-poly (acrylic acid)/polyvinyl alcohol bacteriostatic pad: Sustained control release and its application in food preservation,article,LI2021129021,
Nasser A. Al-Tayyar and Ahmed M. Youssef and Rashad Al-hindi,https://www.sciencedirect.com/science/article/pii/S0308814619320539,https://doi.org/10.1016/j.foodchem.2019.125915,0308-8146,2020,125915,Food Chemistry,Antimicrobial food packaging based on sustainable Bio-based materials for reducing foodborne Pathogens: A review,article,ALTAYYAR2020125915,
Kaewta Danchana and Prapatsorn Jitthiang and Kanchana Uraisin and Víctor Cerdà,https://www.sciencedirect.com/science/article/pii/S030881462101092X,https://doi.org/10.1016/j.foodchem.2021.130086,0308-8146,2021,130086,Food Chemistry,WinMLR program for the determination of sorbic and benzoic acids in food samples,article,DANCHANA2021130086,
Tingting Wang and Lene Duedahl-Olesen and Henrik {Lauritz Frandsen},https://www.sciencedirect.com/science/article/pii/S0308814620318197,https://doi.org/10.1016/j.foodchem.2020.127957,0308-8146,2021,127957,Food Chemistry,Targeted and non-targeted unexpected food contaminants analysis by LC/HRMS: Feasibility study on rice,article,WANG2021127957,
Natalia Casado and Rosa Perestrelo and Catarina L. Silva and Isabel Sierra and José S. Câmara,https://www.sciencedirect.com/science/article/pii/S0308814619306880,https://doi.org/10.1016/j.foodchem.2019.04.038,0308-8146,2019,14-23,Food Chemistry,"Comparison of high-throughput microextraction techniques, MEPS and μ-SPEed, for the determination of polyphenols in baby food by ultrahigh pressure liquid chromatography",article,CASADO201914,
Faez Mohammed and Paul Sibley and Dominique Guillaume and Nada Abdulwali,https://www.sciencedirect.com/science/article/pii/S0308814621028235,https://doi.org/10.1016/j.foodchem.2021.131817,0308-8146,2022,131817,Food Chemistry,Chemical composition and mineralogical residence of maple syrup: A comprehensive review,article,MOHAMMED2022131817,
Li Zhang and Xiaowan Song and Qiaoting Qi and Weilin Liu,https://www.sciencedirect.com/science/article/pii/S0308814621028995,https://doi.org/10.1016/j.foodchem.2021.131893,0308-8146,2022,131893,Food Chemistry,Interaction of DPPC liposomes with cholesterol and food protein during in vitro digestion using Dynamic Light Scattering and FTIR spectroscopy analysis,article,ZHANG2022131893,
Mehmet Turan Ayseli and Mustafa Tahsin Yilmaz and Nur Cebi and Osman Sagdic and Duygu Ozmen and Esra Capanoglu,https://www.sciencedirect.com/science/article/pii/S0308814620300558,https://doi.org/10.1016/j.foodchem.2020.126208,0308-8146,2020,126208,Food Chemistry,"Physicochemical, rheological, molecular, thermal and sensory evaluation of newly developed complementary infant (6–24 months old) foods prepared with quinoa (Chenopodium quinoa Willd.) flour",article,AYSELI2020126208,
