orkg:P27060,paper:authors,paper:url,paper:doi,orkg:P74029,paper:publication_year,paper:published_in,paper:title,paper:research_field,contribution:research_problem
,Jose L.F.C. Lima and António O.S.S. Rangel,https://www.sciencedirect.com/science/article/pii/0889157589900070,10.1016/0889-1575(89)90007-0,0889-1575,1989,Journal of Food Composition and Analysis,Chloride pseudotitration in wines by FIA with a Ag2S/Ag tubular electrode as detector,R91,Food components identification
,Suchandra Chatterjee and Arul AnanthaKumar and Prasad S. Variyar and Arun Sharma,https://www.sciencedirect.com/science/article/pii/S0889157508001002,10.1016/j.jfca.2008.06.004,0889-1575,2008,Journal of Food Composition and Analysis,Identification and estimation of a novel fluorescent compound in nutmeg,R91,Food components identification
,Catalin Moraru and Logan Logendra and Tung-Ching Lee and Harry Janes,https://www.sciencedirect.com/science/article/pii/S0889157503001224,10.1016/j.jfca.2003.08.003,0889-1575,2004,Journal of Food Composition and Analysis,Characteristics of 10 processing tomato cultivars grown hydroponically for the NASA Advanced Life Support (ALS) Program,R91,Food components identification
,Aderval S. Luna and Arnaldo P. {da Silva} and Camila S. {da Silva} and Igor C.A. Lima and Jefferson S. {de Gois},https://www.sciencedirect.com/science/article/pii/S088915751830440X,10.1016/j.jfca.2018.12.001,0889-1575,2019,Journal of Food Composition and Analysis,Chemometric methods for classification of clonal varieties of green coffee using Raman spectroscopy and direct sample analysis,R91,Food components identification
,M. Vilanova and C. Sieiro,https://www.sciencedirect.com/science/article/pii/S0889157505001201,10.1016/j.jfca.2005.10.002,0889-1575,2006,Journal of Food Composition and Analysis,Determination of free and bound terpene compounds in Albariño wine,R91,Food components identification
,Aarti Duhan and Neelam Khetarpaul and Saroj Bishnoi,https://www.sciencedirect.com/science/article/pii/S0889157503001509,10.1016/j.jfca.2003.09.011,0889-1575,2004,Journal of Food Composition and Analysis,"HCl-extractability of zinc and copper as affected by soaking, dehulling, cooking and germination of high yielding pigeon pea cultivars",R91,Food components identification
,Yan-Zhen Zheng and Zhong-Min Fu and Rui Guo and Da-Fu Chen and Yu-Cang Zhang,https://www.sciencedirect.com/science/article/pii/S0889157521002829,10.1016/j.jfca.2021.104082,0889-1575,2021,Journal of Food Composition and Analysis,The important role of benzylic CH bond in the antioxidant behaviours of the xanthones,R91,Food components identification
,Saeid Ghassemi and Yaghoub Raei,https://www.sciencedirect.com/science/article/pii/S0889157520314253,10.1016/j.jfca.2020.103720,0889-1575,2021,Journal of Food Composition and Analysis,"Evaluation of ion content, productivity and essential oil quality of garlic under saline conditions and biochar and polyamine treatments",R91,Food components identification
resource:KNSR2564,Il Kyu Cho and Jamil Rima and Chiou {Ling Chang} and Qing X. Li,https://www.sciencedirect.com/science/article/pii/S0889157506001396,10.1016/j.jfca.2006.06.011,0889-1575,2007,Journal of Food Composition and Analysis,Spectrofluorometric and high-performance liquid chromatographic determination of all-rac-α-tocopheryl acetate in virgin olive oil,R91,Food components identification
,Carlos Eduardo Rubio Senes and Carina Alexandra Rodrigues and Antonio Eduardo Nicácio and Joana Schuelter Boeing and Liane Maldaner and Jesuí Vergílio Visentainer,https://www.sciencedirect.com/science/article/pii/S0889157520313727,10.1016/j.jfca.2020.103667,0889-1575,2021,Journal of Food Composition and Analysis,Determination of phenolic acids and flavonoids from Myrciaria cauliflora edible part employing vortex-assisted matrix solid-phase dispersion (VA-MSPD) and UHPLC-MS/MS,R91,Food components identification
resource:KNSR2578,Lorenzo Sagrero-Nieves and Herman L. {De Pooter} and Fredy A. {Van Wassenhove},https://www.sciencedirect.com/science/article/pii/0889157589900100,10.1016/0889-1575(89)90010-0,0889-1575,1989,Journal of Food Composition and Analysis,Major volatile constituents from the fruit of mammee apple (Mammea americana L.),R91,Food components identification
,Kiera Lambrecht and Hélène Nieuwoudt and Wessel {du Toit} and José Luis Aleixandre-Tudo,https://www.sciencedirect.com/science/article/pii/S0889157522001600,10.1016/j.jfca.2022.104542,0889-1575,2022,Journal of Food Composition and Analysis,Moving towards in-line monitoring of phenolic extraction during red wine fermentations using infra-red spectroscopy technology. Influence of sample preparation and instrumentation,R91,Food components identification
,Yoko Iwatani and Jayashree Arcot and Ashok K. Shrestha,https://www.sciencedirect.com/science/article/pii/S088915750200159X,10.1016/S0889-1575(02)00159-X,0889-1575,2003,Journal of Food Composition and Analysis,Determination of folate contents in some Australian vegetables,R91,Food components identification
,J.-G. Chung and L.R. Garrett and P.E. Byers and M.A. Cuchens,https://www.sciencedirect.com/science/article/pii/0889157589900586,10.1016/0889-1575(89)90058-6,0889-1575,1989,Journal of Food Composition and Analysis,A survey of the amount of pristane in common fruits and vegetables,R91,Food components identification
,J. Diamanti and F. Capocasa and B. Denoyes and A. Petit and P. Chartier and W. Faedi and M.L. Maltoni and M. Battino and B. Mezzetti,https://www.sciencedirect.com/science/article/pii/S0889157512001287,10.1016/j.jfca.2012.07.007,0889-1575,2012,Journal of Food Composition and Analysis,Standardized method for evaluation of strawberry (Fragaria×ananassa Duch.) germplasm collections as a genetic resource for fruit nutritional compounds,R91,Food components identification
,Gaik Ming Khoo and Morten Rahr Clausen and Bjarne Hjelmsted Pedersen and Erik Larsen,https://www.sciencedirect.com/science/article/pii/S0889157511000780,10.1016/j.jfca.2011.03.004,0889-1575,2011,Journal of Food Composition and Analysis,Bioactivity and total phenolic content of 34 sour cherry cultivars,R91,Food components identification
,Katarina Šavikin and Jelena Živković and Gordana Zdunić and Dejan Gođevac and Boban Đorđević and Biljana Dojčinović and Neda Đorđević,https://www.sciencedirect.com/science/article/pii/S0889157514001070,10.1016/j.jfca.2014.05.004,0889-1575,2014,Journal of Food Composition and Analysis,Phenolic and mineral profiles of four Balkan indigenous apple cultivars monitored at two different maturity stages,R91,Food components identification
,A.J. Meléndez-Martínez and L. Gómez-Robledo and M. Melgosa and I.M. Vicario and F.J. Heredia,https://www.sciencedirect.com/science/article/pii/S0889157511001505,10.1016/j.jfca.2011.05.001,0889-1575,2011,Journal of Food Composition and Analysis,Color of orange juices in relation to their carotenoid contents as assessed from different spectroscopic data,R91,Food components identification
,A. Becalski and T. Halldorson and S. Hayward and V. Roscoe,https://www.sciencedirect.com/science/article/pii/S0889157516300059,10.1016/j.jfca.2016.01.006,0889-1575,2016,Journal of Food Composition and Analysis,"Furan, 2-methylfuran and 3-methylfuran in coffee on the Canadian market",R91,Food components identification
,Yaling Guo and Shuhua Zhang and Lingling Lai and Guo Wang,https://www.sciencedirect.com/science/article/pii/S0889157515001672,10.1016/j.jfca.2015.08.001,0889-1575,2015,Journal of Food Composition and Analysis,Rare earth elements in Oolong tea and their human health risks associated with drinking tea,R91,Food components identification
,Habtu Shumoy and Molly Gabaza and Julie Vandevelde and Katleen Raes,https://www.sciencedirect.com/science/article/pii/S0889157517300145,10.1016/j.jfca.2017.01.004,0889-1575,2017,Journal of Food Composition and Analysis,Soluble and bound phenolic contents and antioxidant capacity of tef injera as affected by traditional fermentation,R91,Food components identification
resource:KNSR2559,Lisia Maria Gobbo {dos Santos} and Cristiane Barata-Silva and Santos Alves Vicentini Neto and Carolina Duque Magalhães and Josino Costa Moreira and Silvana Couto Jacob,https://www.sciencedirect.com/science/article/pii/S0889157521000533,10.1016/j.jfca.2021.103853,0889-1575,2021,Journal of Food Composition and Analysis,Analysis and risk assessment of arsenic in rice from different regions of Brazil,R91,Food components identification
,Emilia Bernaś and Grażyna Jaworska,https://www.sciencedirect.com/science/article/pii/S0889157516300217,10.1016/j.jfca.2016.03.002,0889-1575,2016,Journal of Food Composition and Analysis,Vitamins profile as an indicator of the quality of frozen Agaricus bisporus mushrooms,R91,Food components identification
,Anna Flavia S. Silva and Fábio R.P. Rocha,https://www.sciencedirect.com/science/article/pii/S0889157522003337,10.1016/j.jfca.2022.104715,0889-1575,2022,Journal of Food Composition and Analysis,Innovative prediction of milk microbiological quality from pH measurements by digital imaging photometry,R91,Food components identification
,Omar Tawfik Kholif and Ahmed Salem Sebaei and Fawzy I. Eissa and Osama H. Elhamalawy,https://www.sciencedirect.com/science/article/pii/S0889157521003926,10.1016/j.jfca.2021.104192,0889-1575,2022,Journal of Food Composition and Analysis,"Determination of aflatoxins in edible vegetable oils from Egyptian market: Method development, validation, and health risk assessment",R91,Food components identification
,Xiai Hou and Zhiyi Xu and Yuanling Zhao and Dan Liu,https://www.sciencedirect.com/science/article/pii/S0889157519317065,10.1016/j.jfca.2020.103465,0889-1575,2020,Journal of Food Composition and Analysis,Rapid analysis and residue evaluation of six fungicides in grape wine-making and drying,R91,Food components identification
,Mingguang Yu and Ting Li and Huanlu Song,https://www.sciencedirect.com/science/article/pii/S0889157521005688,10.1016/j.jfca.2021.104368,0889-1575,2022,Journal of Food Composition and Analysis,"Characterization of key aroma-active compounds in four commercial oyster sauce by SGC/GC × GC–O–MS, AEDA, and OAV",R91,Food components identification
,Jesús Lozano and José Pedro Santos and Ma {Carmen Horrillo},https://www.sciencedirect.com/science/article/pii/S0889157508001142,10.1016/j.jfca.2008.07.002,0889-1575,2008,Journal of Food Composition and Analysis,Enrichment sampling methods for wine discrimination with gas sensors,R91,Food components identification
,Wu Liming and Zhou Jinhui and Xue Xiaofeng and Li Yi and Zhao Jing,https://www.sciencedirect.com/science/article/pii/S0889157509000325,10.1016/j.jfca.2008.10.022,0889-1575,2009,Journal of Food Composition and Analysis,Fast determination of 26 amino acids and their content changes in royal jelly during storage using ultra-performance liquid chromatography,R91,Food components identification
,A.-G. Moreau and G.P. Savage,https://www.sciencedirect.com/science/article/pii/S0889157509000842,10.1016/j.jfca.2009.01.013,0889-1575,2009,Journal of Food Composition and Analysis,Oxalate content of purslane leaves and the effect of combining them with yoghurt or coconut products,R91,Food components identification
,Ana B. Cerezo and Wendu Tesfaye and M.E. Soria-Díaz and M. Jesús Torija and Estíbaliz Mateo and M. Carmen Garcia-Parrilla and Ana M. Troncoso,https://www.sciencedirect.com/science/article/pii/S0889157509002464,10.1016/j.jfca.2009.08.008,0889-1575,2010,Journal of Food Composition and Analysis,Effect of wood on the phenolic profile and sensory properties of wine vinegars during ageing,R91,Food components identification
,Urska Vrhovsek and Domenico Masuero and Luisa Palmieri and Fulvio Mattivi,https://www.sciencedirect.com/science/article/pii/S0889157511001219,10.1016/j.jfca.2011.04.015,0889-1575,2012,Journal of Food Composition and Analysis,Identification and quantification of flavonol glycosides in cultivated blueberry cultivars,R91,Food components identification
,Hugo E. Ramírez-Guerra and Miguel A. Mazorra-Manzano and Josafat M. Ezquerra-Brauer and Elizabeth Carvajal-Millán and Ramón Pacheco-Aguilar and María E. Lugo-Sánchez and Juan C. Ramírez-Suárez,https://www.sciencedirect.com/science/article/pii/S0889157515001441,10.1016/j.jfca.2015.06.003,0889-1575,2015,Journal of Food Composition and Analysis,Hydroxylysyl-pyridinoline occurrence and chemical characteristics of collagen present in jumbo squid (Dosidicus gigas) tissues,R91,Food components identification
,F. Blasi and D. Montesano and M. {De Angelis} and A. Maurizi and F. Ventura and L. Cossignani and M.S. Simonetti and P. Damiani,https://www.sciencedirect.com/science/article/pii/S0889157507000993,10.1016/j.jfca.2007.06.005,0889-1575,2008,Journal of Food Composition and Analysis,"Results of stereospecific analysis of triacylglycerol fraction from donkey, cow, ewe, goat and buffalo milk",R91,Food components identification
,Teresa Leszczyńska and Agnieszka Filipiak-Florkiewicz and Ewa Cieślik and Elżbieta Sikora and Paweł M. Pisulewski,https://www.sciencedirect.com/science/article/pii/S0889157509000726,10.1016/j.jfca.2008.10.025,0889-1575,2009,Journal of Food Composition and Analysis,Effects of some processing methods on nitrate and nitrite changes in cruciferous vegetables,R91,Food components identification
